location,price,floor_size,bathrooms,bedrooms,parking
"['Claremont Upper', 'Lotus River', 'Newlands', 'Thornton', 'Tokai', 'Kirstenhof', 'Sea Point', 'Bo Kaap', 'Green Point', 'Observatory', 'Lotus River', 'Three Anchor Bay', 'Sea Point', 'Vredehoek', 'Sea Point', 'Cape Town City Centre', 'Bantry Bay', 'Salt River', 'Sea Point', 'Tokai', 'Kenilworth']","['\n\n            R 1\xa0400\xa0000\n        ', '\n\n            R 1\xa0530\xa0000\n        ', '\n\n            R 4\xa0500\xa0000\n        ', '\n\n            R 2\xa0495\xa0000\n        ', '\n\n            R 5\xa0995\xa0000\n        ', '\n\n            R 2\xa0195\xa0000\n        ', '\n\n            R 2\xa0900\xa0000\n        ', '\n\n            R 3\xa0800\xa0000\n        ', '\n\n            R 5\xa0950\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 1\xa0530\xa0000\n        ', '\n\n            R 8\xa0950\xa0000\n        ', '\n\n            R 8\xa0700\xa0000\n        ', '\n\n            R 1\xa0790\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 3\xa0495\xa0000\n        ', '\n\n            R 5\xa0550\xa0000\n        ', '\n\n            R 2\xa0900\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n\n            R 5\xa0795\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ']","['51 m²', '500 m²', None, '654 m²', '230 m²', '287 m²', '88 m²', '140 m²', '127 m²', '428 m²', '500 m²', '122 m²', '166 m²', '46 m²', '56 m²', '77 m²', '115 m²', '132 m²', '51 m²', '1 011 m²', '703 m²']","['1', '2.5', '2', '3', '3.5', '2', '1.5', '4', '2', '3', '2.5', '3', '2.5', '1', '1', '2', '1', '1', '1', '2', '3.5']","['1', '3', '3', '5', '3', '3', '2', '4', '2', '5', '3', '3', '2', '1', '1', '2', '1', '2', '1', '3', '4']","['1', '5', '2', '4', '2', '4', '1', None, '2', '4', '5', '2', '2', None, '1', '2', '2', '2', '1', '3', '4']"
"['Bishopscourt', 'Rondebosch', 'Zonnebloem', 'Kenilworth', 'Green Point', 'Muizenberg', 'Sea Point', 'Constantia', 'Sea Point', 'Cape Town City Centre', 'Sea Point', 'Rondebosch', 'Sea Point', 'Vredehoek', 'Cape Town City Centre', 'Rondebosch', 'De Waterkant', 'Sea Point', 'Belgravia', 'Cape Town City Centre', 'Claremont Upper']","['\n\n            R 12\xa0500\xa0000\n        ', '\n\n            R 5\xa0250\xa0000\n        ', '\n\n            R 1\xa0899\xa0000\n        ', '\n\n            R 2\xa0595\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 1\xa0200\xa0000\n        ', '\n\n            R 3\xa0100\xa0000\n        ', '\n\n            R 11\xa0500\xa0000\n        ', '\n\n            R 6\xa0250\xa0000\n        ', '\n\n            R 4\xa0200\xa0000\n        ', '\n\n            R 3\xa0211\xa0300\n        ', '\n\n            R 1\xa0550\xa0000\n        ', '\n\n            R 14\xa0750\xa0000\n        ', '\n\n            R 2\xa0400\xa0000\n        ', '\n\n            R 2\xa0695\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 3\xa0095\xa0000\n        ', '\n\n            R 3\xa0211\xa0300\n        ', '\n\n            R 1\xa0790\xa0000\n        ', '\n\n            R 1\xa0499\xa0000\n        ', '\n\n            R 2\xa0100\xa0000\n        ']","[None, '450 m²', None, '96 m²', '67 m²', '200 m²', '74 m²', '2 032 m²', '115 m²', '140 m²', '80 m²', '62 m²', '202 m²', '79 m²', '88 m²', '41 m²', '90 m²', '80 m²', '496 m²', '32 m²', '66 m²']","['2.5', '4', '1', '2.5', '1', '2', '1', '5', '2', '2', '1', '1', '4', '1', '2', '1', '2', '1', '3.5', '1', '1']","['3', '10', '2', '3', '1', '3', '1', '7', '2', '2', '2', '1', '4', '2', '2', '1', '2', '2', '5', '0.5', '2']","['3', None, '1', '3', '1', '1', '1', '8', '2', '1', None, '1', '3', '1', '1', '1', '2', None, '8', None, None]"
"['Claremont Upper', 'Claremont', 'Observatory', 'Zeekoevlei', 'Cape Town City Centre', 'Pinelands', 'Steenberg', 'Claremont', 'Kenilworth', 'Sea Point', 'Claremont', 'Claremont Upper', 'Rondebosch', 'Claremont', 'Rondebosch', 'Constantia', 'Bishopscourt', 'Maitland', 'Sea Point', 'De Waterkant', 'Claremont Upper']","['\n\n            R 2\xa0100\xa0000\n        ', '\n\n            R 1\xa0367\xa0600\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 3\xa0500\xa0000\n        ', '\n\n            R 3\xa0700\xa0000\n        ', '\n\n            R 4\xa0250\xa0000\n        ', '\n\n            R 1\xa0899\xa0000\n        ', '\n\n            R 1\xa0775\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 6\xa0700\xa0000\n        ', '\n\n            R 2\xa0100\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 3\xa0550\xa0000\n        ', '\n\n            R 9\xa0300\xa0000\n        ', '\n\n            R 24\xa0950\xa0000\n        ', '\n\n            R 2\xa0695\xa0000\n        ', '\n\n            R 9\xa0950\xa0000\n        ', '\n\n            R 7\xa0950\xa0000\n        ', '\n\n            R 6\xa0750\xa0000\n        ']","['66 m²', '38 m²', '166 m²', '871 m²', '86 m²', '898 m²', '567 m²', '90 m²', '497 m²', '47 m²', '366 m²', '781 m²', '87 m²', '366 m²', '367 m²', '2 027 m²', '4 035 m²', '396 m²', '395 m²', '132 m²', '1 309 m²']","['1', '1', '3', '3', '2', '2', '1', '1', '2', '1', '2', '3', '1.5', '2', '2', '3', '3.5', '1', '5', '2.5', '2']","['2', '1', '3', '5', '2', '4', '3', '2', '3', None, '3', '4', '3', '3', '3', '5', '5', '3', '6', '2', '5']","[None, None, '2', '5', '1', '4', '1', None, '2', '1', '1', '2', '1', '1', '2', '4', '7', '3', '2', '3', '2']"
"['Kenwyn', 'Sea Point', 'Constantia', 'Plumstead', 'Bishopscourt Village', 'Sea Point', 'Muizenberg', 'Rosebank', 'Muizenberg', 'Claremont Upper', 'University Estate', 'Three Anchor Bay', 'Sea Point', 'Fresnaye', 'Woodstock', 'Sea Point', 'Woodstock', 'Sea Point', 'Retreat', 'Waterfront', 'Sea Point']","['\n\n            R 3\xa0650\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 21\xa0000\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 1\xa0499\xa0000\n        ', '\n\n            R 1\xa0395\xa0000\n        ', '\n\n            R 3\xa0450\xa0000\n        ', '\n\n            R 2\xa0140\xa0000\n        ', '\n\n            R 3\xa0750\xa0000\n        ', '\n\n            R 2\xa0395\xa0000\n        ', '\n\n            R 3\xa0195\xa0000\n        ', '\n\n            R 11\xa0995\xa0000\n        ', '\n\n            R 1\xa0295\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n            POA\n        ', '\n\n            R 5\xa0895\xa0000\n        ', '\n\n            R 580\xa0000\n        ', '\n\n            R 13\xa0800\xa0000\n        ', '\n\n            R 5\xa0250\xa0000\n        ']","['718 m²', '250 m²', '825 m²', '496 m²', '4 254 m²', '250 m²', '70 m²', '81 m²', '356 m²', '97 m²', '315 m²', '73 m²', '92 m²', '232 m²', '60 m²', '25 m²', '42 m²', '124 m²', '70 m²', '153 m²', '123 m²']","['3', '2', '2', '2', '15', '2', '1', '1.5', '2', '1', '2', '1', '1', '4', '1', '1', '1', '2', '1', '3', '2']","['5', '4', '4', '2', '12', '4', '1', '2', '3', '2', '2', '1.5', '2', '3', '1', '0.5', '1', '2', '3', '3', '2']","['6', None, '2', '1', '3', None, None, '1', '2', '1', '2', '1', '2', '2', '1', None, None, '3', '2', '2', '1']"
"['Zonnebloem', 'Wynberg Upper', 'Claremont', 'Sea Point', 'Pinelands', 'Newlands', 'Salt River', 'Oranjezicht', 'Bishopscourt', 'Steenberg Golf Estate', 'Wynberg Upper', 'Cape Town City Centre', 'Camps Bay', 'Bakoven', 'Claremont Upper', 'Seawinds', 'Claremont', 'Woodstock', 'Vredehoek', 'Pinelands', 'Waterfront']","['\n\n            R 1\xa0395\xa0000\n        ', '\n\n            R 6\xa0500\xa0000\n        ', '\n\n            R 5\xa0250\xa0000\n        ', '\n\n            R 7\xa0250\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 15\xa0000\xa0000\n        ', '\n\n            R 14\xa0500\xa0000\n        ', '\n\n            R 16\xa0995\xa0000\n        ', '\n\n            R 6\xa0500\xa0000\n        ', '\n\n            R 3\xa0850\xa0000\n        ', '\n\n            R 13\xa0995\xa0000\n        ', '\n\n            R 42\xa0000\xa0000\n        ', '\n\n            R 4\xa0100\xa0000\n        ', '\n\n            R 699\xa0999\n        ', '\n\n            R 2\xa0495\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 3\xa0495\xa0000\n        ', '\n\n            R 3\xa0200\xa0000\n        ', '\n\n            R 15\xa0995\xa0000\n        ']","['65 m²', '1 569 m²', '495 m²', '199 m²', None, '95 m²', '124 m²', '471 m²', '2 212 m²', '822 m²', '1 569 m²', '146 m²', None, '638 m²', '130 m²', '240 m²', '316 m²', '107 m²', None, '803 m²', '132 m²']","['1', '4', '3', '2.5', None, '2', '1', '4', '4.5', '4.5', '4', '2', '4', '5.5', '2', '1', '2', '2', '3', '1', '2']","['2', '6', '4', '3', None, '2', '2', '4', '4', '4', '6', '2', '4', '5', '2', '3', '2', '3', '3', '3', '2']","[None, '10', '2', '2', None, '2', '1', None, '9', '4', '10', '1', '2', '3', '2', '1', '4', '1', None, '4', '2']"
"['Walmer Estate', 'Claremont', 'Camps Bay', 'Tokai', 'Camps Bay', 'Observatory', 'Kenilworth', 'Plumstead', 'Claremont Upper', 'Plumstead', 'Ottery', 'Plumstead', 'Kenilworth', 'Matroosfontein', 'Constantia', 'Gardens', 'Clifton', 'Observatory', 'Sea Point', 'Wynberg Upper', 'Fresnaye']","['\n\n            R 6\xa0995\xa0000\n        ', '\n\n            R 1\xa0695\xa0000\n        ', '\n\n            R 28\xa0000\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 11\xa0500\xa0000\n        ', '\n\n            R 1\xa0435\xa0000\n        ', '\n\n            R 3\xa0900\xa0000\n        ', '\n\n            R 2\xa0300\xa0000\n        ', '\n\n            R 4\xa0495\xa0000\n        ', '\n\n            R 2\xa0300\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 3\xa0495\xa0000\n        ', '\n\n            R 1\xa0350\xa0000\n        ', '\n\n            R 950\xa0000\n        ', '\n\n            R 12\xa0900\xa0000\n        ', '\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 13\xa0997\xa0500\n        ', '\n\n            R 2\xa0595\xa0000\n        ', '\n\n            R 1\xa0950\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 8\xa0200\xa0000\n        ']","['666 m²', '55 m²', None, '901 m²', '511 m²', '41 m²', '722 m²', '364 m²', '90 m²', '364 m²', '595 m²', '495 m²', '73 m²', '507 m²', '1 500 m²', '40 m²', '146 m²', '135 m²', '47 m²', '73 m²', '396 m²']","['1', '1', '3', '2', '3.5', '1', '2', '1', '2', '1', '2', '3', '1', '1', '4', '1', '3', '2', '1', '1', '2.5']","['4', '2', '4', '4', '4', '0.5', '3', '3', '2', '3', '5', '4', '2', '2', '4', None, '3', '2', '1', '1', '4']","[None, '1', '2', '7', '3', '2', '4', '2', '2', '2', '4', '2', '1', '1', '2', '1', '2', None, '1', '1', '3']"
"['Fresnaye', 'Rosebank', 'Gardens', 'Green Point', 'Gardens', 'Claremont Upper', 'Fresnaye', 'Woodstock', 'Fresnaye', 'Coniston Park', 'Claremont', 'Rondebosch', 'Oranjezicht', 'Rondebosch', 'Bishopscourt', 'Bantry Bay', 'Cape Town City Centre', 'Bo Kaap', 'Bo Kaap', 'Zeekoevlei', 'Cape Town City Centre']","['\n\n            R 8\xa0200\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 2\xa0399\xa0000\n        ', '\n\n            R 1\xa0250\xa0000\n        ', '\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 13\xa0700\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 27\xa0000\xa0000\n        ', '\n\n            R 1\xa0200\xa0000\n        ', '\n\n            R 4\xa0485\xa0000\n        ', '\n\n            R 2\xa0700\xa0000\n        ', '\n\n            R 3\xa0950\xa0000\n        ', '\n\n            R 3\xa0800\xa0000\n        ', '\n\n            R 56\xa0000\xa0000\n        ', '\n\n            R 11\xa0490\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 3\xa0750\xa0000\n        ', '\n\n            R 3\xa0750\xa0000\n        ', '\n\n            R 3\xa0395\xa0000\n        ', '\n\n            R 3\xa0500\xa0000\n        ']","['396 m²', '97 m²', '63 m²', '60 m²', '40 m²', '71 m²', '445 m²', '70 m²', '426 m²', '227 m²', '734 m²', '118 m²', '100 m²', '91 m²', '7 709 m²', '94 m²', '56 m²', '377 m²', '377 m²', '736 m²', '88 m²']","['2', '1', '1', '1', '1', '1', '3', '1', '4', '1', '2', '1.5', '2', '2', '8', '2', '2', '4', '4', '3', '2']","['4', '3', None, '1', '0.5', '2', '4', '2', '4', '4', '3', '3', '2', '2', '8', '2', '2', '5', '5', '4', '2']","['3', None, None, None, None, '2', '2', '1', '4', '2', '4', '1', '1', '2', '16', '1', '1', '1', '1', '7', '1']"
"['Gardens', 'Green Point', 'Nieuwe Steenberg', 'Wynberg', 'Sea Point', 'Gardens', 'Sea Point', 'Cape Town City Centre', 'Penlyn Estate', 'Gardens', 'Pinelands', 'Newlands', 'Observatory', 'Observatory', 'Green Point', 'Claremont Upper', 'Bantry Bay', 'Claremont', 'Green Point', 'Mouille Point', 'Observatory']","['\n\n            R 3\xa0800\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 7\xa0700\xa0000\n        ', '\n\n            R 2\xa0100\xa0000\n        ', '\n\n            R 3\xa0995\xa0000\n        ', '\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 3\xa0495\xa0000\n        ', '\n\n            R 1\xa0900\xa0000\n        ', '\n\n            R 2\xa0350\xa0000\n        ', '\n\n            R 1\xa0695\xa0000\n        ', '\n\n            R 4\xa0195\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 2\xa0400\xa0000\n        ', '\n\n            R 2\xa0260\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 4\xa0600\xa0000\n        ', '\n\n            R 49\xa0000\xa0000\n        ', '\n\n            R 4\xa0495\xa0000\n        ', '\n\n            R 3\xa0450\xa0000\n        ', '\n\n            R 24\xa0725\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ']","['93 m²', '53 m²', '248 m²', '200 m²', '104 m²', '64 m²', '110 m²', '40 m²', '496 m²', '50 m²', '833 m²', '95 m²', '190 m²', '65 m²', '53 m²', '77 m²', '626 m²', '268 m²', '119 m²', '154 m²', '136 m²']","['2', '1', '2.5', '2', '2', '1', '2', '1', '2', '1', '3', None, '2', '1.5', '1', '2', '3.5', '3', '2', '2', '2']","['2', '1', '2', '2', '2', '1', '2', '1', '6', '1', '4', None, '3', '2', '1', '2', '3', '3', '2', '3', '3']","['1', '1', '4', None, '1', '2', '1', None, '2', '1', '5', None, None, '2', '1', '2', '4', '2', None, '2', '2']"
"['Oranjezicht', 'Constantia', 'Cape Town City Centre', 'Claremont', 'Bantry Bay', 'De Waterkant', 'Pinelands', 'Vredehoek', 'Green Point', 'Cape Town City Centre', 'Cape Town City Centre', 'Waterfront', 'Zonnebloem', 'Cape Town City Centre', 'Lakeside', 'Camps Bay', 'Woodstock', 'Sea Point', 'Cape Town City Centre', 'Thornton', 'Surrey Estate']","['\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 19\xa0900\xa0000\n        ', '\n\n            R 2\xa0199\xa0000\n        ', '\n\n            R 1\xa0675\xa0000\n        ', '\n\n            R 11\xa0995\xa0000\n        ', '\n\n            R 3\xa0500\xa0000\n        ', '\n\n            R 3\xa0100\xa0000\n        ', '\n\n            R 2\xa0795\xa0000\n        ', '\n\n            R 2\xa0250\xa0000\n        ', '\n\n            R 1\xa0780\xa0000\n        ', '\n\n            R 4\xa0595\xa0000\n        ', '\n\n            R 10\xa0995\xa0000\n        ', '\n\n            R 1\xa0780\xa0000\n        ', '\n\n            R 4\xa0595\xa0000\n        ', '\n\n            R 4\xa0200\xa0000\n        ', '\n\n            R 3\xa0950\xa0000\n        ', '\n\n            R 2\xa0195\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ', '\n\n            R 1\xa0995\xa0000\n        ', '\n\n            R 2\xa0695\xa0000\n        ', '\n\n            R 1\xa0799\xa0000\n        ']","['71 m²', '1 437 m²', None, '97 m²', '388 m²', None, '885 m²', '94 m²', '53 m²', '53 m²', '88 m²', '141 m²', '75 m²', '88 m²', None, '97 m²', '168 m²', '84 m²', '80 m²', '595 m²', '496 m²']","['1', '5.5', '1', '1.5', '3', '2', '2', '1', '1', '1', '2', '2', '2', '2', '2', '2', '1', '2', '2', '4', '2']","['2', '5', '0.5', '3', '4', '2', '2', '2', '1', '1', '2', '2', '2', '2', '3', '2', '3', '2', '2', '5', '5']","['1', '6', '1', '1', '2', '1', '4', '2', None, None, '2', '2', '2', '2', '3', None, '1', '2', '2', '3', '9']"
"['Newlands', 'Wynberg', 'Green Point', 'Bantry Bay', 'Kirstenhof', 'Rylands', 'Rylands', 'Salt River', 'Observatory', 'Sea Point', 'Sea Point', 'Vredehoek', 'Harfield Village', 'Southfield', 'Claremont', 'Plumstead', 'Constantia', 'Cape Town City Centre', 'Bantry Bay', 'Plumstead', 'Newlands']","['\n\n            R 3\xa0145\xa0000\n        ', '\n\n            R 2\xa0450\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 11\xa0990\xa0000\n        ', '\n\n            R 4\xa0150\xa0000\n        ', '\n\n            R 895\xa0000\n        ', '\n\n            R 895\xa0000\n        ', '\n\n            R 2\xa0890\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 10\xa0495\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 2\xa0395\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 2\xa0650\xa0000\n        ', '\n\n            R 1\xa0295\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 3\xa0940\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 14\xa0495\xa0000\n        ']","['144 m²', '496 m²', '44 m²', '94 m²', '720 m²', '52 m²', '52 m²', '132 m²', '328 m²', '145 m²', '68 m²', '70 m²', '337 m²', '495 m²', '71 m²', '78 m²', '726 m²', None, '69 m²', '515 m²', '991 m²']","['1.5', '4', '1', '2', '3', '1', '1', '1', '3', '2.5', '1', '1', '1', '1', '1', '1', '3', '2', '1', '2', '4']","['3', '5', '0.5', '2', '4', '2', '2', '2', '3', '2', '2', '2', '2', '3', '1', '2', '4', '2', '1', '4', '4']","['3', '5', None, '1', '3', '1', '1', '2', '2', '2', '2', None, '3', '5', '1', None, '4', '1', '1', '5', '3']"
"['Observatory', 'Pinelands', 'Green Point', 'Bantry Bay', 'Constantia', 'Fresnaye', 'Mouille Point', 'Newlands', 'Tokai', 'Woodstock', 'Tamboerskloof', 'Sea Point', 'Sea Point', 'Constantia', 'Claremont Upper', 'Diep River', 'Vredehoek', 'Observatory', 'Kenilworth', 'Punts Estate', 'Bergvliet']","['\n\n            R 2\xa0195\xa0000\n        ', '\n\n            R 691\xa0120\n        ', '\n\n            R 27\xa0500\xa0000\n        ', '\n\n            R 29\xa0995\xa0000\n        ', '\n\n            R 5\xa0900\xa0000\n        ', '\n\n            R 16\xa0750\xa0000\n        ', '\n\n            R 5\xa0995\xa0000\n        ', '\n\n            R 5\xa0395\xa0000\n        ', '\n\n            R 1\xa0800\xa0000\n        ', '\n\n            R 1\xa0530\xa0000\n        ', '\n\n            R 2\xa0695\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ', '\n\n            R 3\xa0240\xa0000\n        ', '\n\n            R 10\xa0650\xa0000\n        ', '\n\n            R 6\xa0999\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 2\xa0900\xa0000\n        ', '\n\n            R 2\xa0195\xa0000\n        ', '\n\n            R 1\xa0169\xa0000\n        ', '\n\n            R 1\xa0760\xa0000\n        ', '\n\n            R 1\xa0590\xa0000\n        ']","['124 m²', '28 m²', '515 m²', '408 m²', '1 663 m²', '481 m²', '72 m²', '887 m²', '90 m²', '56 m²', None, '139 m²', '92 m²', '524 m²', '570 m²', '496 m²', '73 m²', '124 m²', '52 m²', '143 m²', '72 m²']","['1', '1', '7.5', '4', '4', '4.5', '1', '2.5', '1', '1', '2', '1', '2', '4.5', '3', '1', '1.5', '1', '1', '2', '1']","['2', '1', '7', '5', '5', '5', '1', '5', '2', '2', '2', '2', '2', '4', '4', '3', '2', '2', '2', '3', '2']","[None, '1', '6', '3', '3', '2', '1', '2', '1', '1', '1', '1', '1', '2', '4', '2', '1', None, '1', '2', '2']"
"['Claremont', 'Harfield Village', 'Salt River', 'Kenilworth Upper', 'Fresnaye', 'Wynberg', 'Maitland', 'Vredehoek', 'Muizenberg', 'Rosebank', 'De Waterkant', 'Kenilworth Upper', 'Kenilworth', 'De Waterkant', 'Kenilworth Upper', 'Steenberg Golf Estate', 'Sea Point', 'Rondebosch', 'Green Point', 'Wynberg Upper', 'Mowbray']","['\n\n            R 5\xa0995\xa0000\n        ', '\n\n            R 2\xa0050\xa0000\n        ', '\n\n            R 4\xa0000\xa0000\n        ', '\n\n            R 1\xa0575\xa0000\n        ', '\n\n            R 20\xa0500\xa0000\n        ', '\n\n            R 1\xa0180\xa0000\n        ', '\n\n            R 2\xa0599\xa0900\n        ', '\n\n            R 5\xa0950\xa0000\n        ', '\n\n            R 22\xa0000\xa0000\n        ', '\n\n            R 2\xa0800\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 2\xa0475\xa0000\n        ', '\n\n            R 1\xa0650\xa0000\n        ', '\n\n            R 7\xa0995\xa0000\n        ', '\n\n            R 2\xa0475\xa0000\n        ', '\n\n            R 13\xa0500\xa0000\n        ', '\n\n            R 3\xa0499\xa0000\n        ', '\n\n            R 3\xa0975\xa0000\n        ', '\n\n            R 3\xa0450\xa0000\n        ', '\n\n            R 1\xa0999\xa0000\n        ', '\n\n            R 3\xa0395\xa0000\n        ']","['377 m²', '112 m²', '282 m²', '47 m²', '828 m²', None, None, '228 m²', '1 250 m²', '178 m²', '55 m²', '67 m²', '83 m²', '233 m²', '67 m²', '778 m²', '71 m²', '433 m²', '67 m²', '454 m²', '265 m²']","['4', '2', '3', '1', '5', '1', '3', '3', '10', '2', None, '2.5', '1', '3', '2.5', '3.5', '2', '2', '1', '2', '1.5']","['4', '2', '10', '1', '4', '2', '4', '3', '9', '2', None, '2', '2', '3', '2', '3', '2', '4', '2', '2', '3']","[None, '1', None, '1', '5', '1', '2', '2', '9', None, None, '2', '1', '1', '2', '4', '2', '2', '1', '2', '1']"
"['Observatory', 'Foreshore', 'Maitland', 'Fresnaye', 'Plumstead', 'Mowbray', 'Mowbray', 'Claremont Upper', 'Maitland', 'Rondebosch', 'Maitland', 'Rondebosch', 'Oranjezicht', 'Mouille Point', 'Woodstock', 'Woodstock', 'Lansdowne', 'Sea Point', 'Cape Town City Centre', 'Cape Town City Centre', 'Vredehoek']","['\n\n            R 3\xa0700\xa0000\n        ', '\n\n            R 4\xa0750\xa0000\n        ', '\n\n            R 620\xa0000\n        ', '\n\n            R 23\xa0500\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 3\xa0450\xa0000\n        ', '\n\n            R 10\xa0950\xa0000\n        ', '\n\n            R 399\xa0000\n        ', '\n\n            R 6\xa0900\xa0000\n        ', '\n\n            R 399\xa0000\n        ', '\n\n            R 4\xa0250\xa0000\n        ', '\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 6\xa0000\xa0000\n        ', '\n\n            R 900\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 1\xa0450\xa0000\n        ', '\n\n            R 8\xa0850\xa0000\n        ', '\n\n            R 2\xa0450\xa0000\n        ', '\n\n            R 2\xa0250\xa0000\n        ', '\n\n            R 2\xa0695\xa0000\n        ']","['182 m²', '91 m²', '36 m²', '598 m²', '296 m²', '381 m²', '405 m²', '965 m²', '24 m²', '744 m²', '24 m²', '446 ha', '40 m²', '81 m²', None, '170 m²', '312 m²', '180 m²', '84 m²', '62 m²', '82 m²']","['2', '2', '1', '4.5', '1', '2', '1', '4', '1', '2', '1', '3', '1', '1', '1', '1', '2', '3', '2', '1', '2.5']","['3', '2', '1', '4', '3', '3', '3', '4', '1', '3', '1', '4', '0.5', '2', '1', '2', '2', '3', '2', '1', '2']","['1', '2', None, '3', '2', '3', '2', '5', None, '4', None, None, None, '1', '1', None, '1', '3', '1', None, '1']"
