location,price,floor_size,bathrooms,bedrooms,parking
"['Constantia', 'Muizenberg', 'Observatory', 'Wynberg Upper', 'Zonnebloem', 'Cape Town City Centre', 'Heathfield', 'Cape Town City Centre', 'Kenilworth', 'Newlands', 'Wynberg Upper', 'Constantia', 'Constantia', 'Plumstead', 'Cape Town City Centre', 'Cape Town City Centre', 'Observatory', 'Kenilworth Upper', 'Cape Town City Centre', 'De Waterkant', 'Pelican Park']","['\n\n            R 7\xa0850\xa0000\n        ', '\n\n            R 5\xa0950\xa0000\n        ', '\n\n            R 2\xa0099\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 999\xa0000\n        ', '\n\n            R 11\xa0250\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 1\xa0350\xa0000\n        ', '\n\n            R 1\xa0475\xa0000\n        ', '\n\n            R 5\xa0600\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 8\xa0990\xa0000\n        ', '\n\n            R 31\xa0500\xa0000\n        ', '\n\n            R 1\xa0625\xa0000\n        ', '\n\n            R 6\xa0695\xa0000\n        ', '\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 2\xa0150\xa0000\n        ', '\n\n            R 4\xa0990\xa0000\n        ', '\n\n            R 6\xa0695\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 430\xa0000\n        ']","['3 380 m²', '574 m²', None, '169 m²', '32 m²', '172 m²', None, None, '86 m²', '738 m²', '87 m²', '3 283 m²', '4 006 m²', '73 m²', '196 m²', '50 m²', '223 m²', '219 m²', '196 m²', '84 m²', None]","['6.5', '8', '2', '2', '1', '2.5', '1', '1', '1', '3', '1', '3', '6', '1', '3.5', '1', '1', '2.5', '3.5', '1', '1']","['7', '6', '2', '2.5', '0.5', '3', '3', '1', '2', '4', '2', '4', '6', '2', '3', '1', '3', '3', '3', '1', '2']","['10', '4', '1', '1', '1', '2', '2', '1', '1', '2', '2', '2', '4', '1', '2', '1', None, '2', '2', '1', None]"
"['Pelican Park', 'Woodstock', 'Claremont Upper', 'Green Point', 'Ottery', 'Sea Point', 'Vredehoek', 'Philippi East', 'Zonnebloem', 'Oranjezicht', 'Stonehurst Mountain Estate', 'Fresnaye', 'Cape Town City Centre', 'Maitland', 'Observatory', 'Green Point', 'Grassy Park', 'Ottery', 'Ottery', 'Rondebosch', 'Camps Bay']","['\n\n            R 2\xa0250\xa0000\n        ', '\n\n            R 2\xa0740\xa0000\n        ', '\n\n            R 2\xa0675\xa0000\n        ', '\n\n            R 1\xa0765\xa0000\n        ', '\n\n            R 2\xa0390\xa0000\n        ', '\n\n            R 2\xa0795\xa0000\n        ', '\n\n            R 995\xa0000\n        ', '\n\n            R 350\xa0000\n        ', '\n\n            R 2\xa0500\xa0000\n        ', '\n\n            R 2\xa0350\xa0000\n        ', '\n\n            R 9\xa0300\xa0000\n        ', '\n\n            R 10\xa0995\xa0000\n        ', '\n\n            R 1\xa0775\xa0000\n        ', '\n\n            R 1\xa0100\xa0000\n        ', '\n\n            R 3\xa0650\xa0000\n        ', '\n\n            R 2\xa0399\xa0000\n        ', '\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 2\xa0390\xa0000\n        ', '\n\n            R 1\xa0720\xa0000\n        ', '\n\n            R 4\xa0850\xa0000\n        ']","['300 m²', '127 m²', '86 m²', '42 m²', '400 m²', '91 m²', '29 m²', '162 m²', '55 m²', '71 m²', '1 030 m²', '328 m²', '45 m²', '86 m²', '299 m²', '61 m²', '625 m²', '389 m²', '400 m²', None, '84 m²']","['2', '2', '2', '1', '3', '2', '1', '1', '1', '1', '5.5', '3', '1', '1', '2', '1', '2', '2', '3', '1', '1.5']","['4', '4', '2', '0.5', '4', '2', None, '3', '2', '1', '5', '2', '1', '2', '3', '1', '3', '3', '4', '1', '2']","['3', None, '2', None, '5', '1', '1', None, '1', '1', '6', '4', '1', None, '1', '1', '2', '4', '5', '1', None]"
"['Grassy Park', 'Ottery', 'Ottery', 'Rondebosch', 'Camps Bay', 'Sea Point', 'Rondebosch East', 'Cape Town City Centre', 'Sea Point', 'Sea Point', 'Sea Point', 'Sea Point', 'Cape Town City Centre', 'Thornton', 'Belle Constantia', 'Fresnaye', 'Cape Town City Centre', 'Cape Town City Centre', 'Plumstead', 'Claremont', 'Zonnebloem']","['\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 2\xa0390\xa0000\n        ', '\n\n            R 1\xa0720\xa0000\n        ', '\n\n            R 4\xa0850\xa0000\n        ', '\n\n            R 4\xa0900\xa0000\n        ', '\n\n            R 3\xa0600\xa0000\n        ', '\n\n            R 2\xa0700\xa0000\n        ', '\n\n            R 5\xa0300\xa0000\n        ', '\n\n            R 4\xa0900\xa0000\n        ', '\n\n            R 6\xa0700\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ', '\n\n            R 6\xa0800\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 6\xa0650\xa0000\n        ', '\n\n            R 3\xa0700\xa0000\n        ', '\n\n            R 3\xa0995\xa0000\n        ', '\n\n            R 2\xa0450\xa0000\n        ', '\n\n            R 2\xa0250\xa0000\n        ', '\n\n            R 2\xa0375\xa0000\n        ', '\n\n            R 895\xa0000\n        ']","['625 m²', '389 m²', '400 m²', None, '84 m²', '92 m²', '496 m²', '112 m²', '96 m²', '92 m²', '111 m²', '106 m²', '128 m²', '187 m²', '2 019 m²', '59 m²', None, '71 m²', '472 m²', '241 m²', '33 m²']","['2', '2', '3', '1', '1.5', '2', '3', '2', '2', '2', '2', '2', '2', '1', '3', '1', '2', '1', '1', '2', '1']","['3', '3', '4', '1', '2', '2', '4', '2', '2', '2', '3', '2', '2', '3', '5', '1', '2', '1', '3', '3', None]","['2', '4', '5', '1', None, '2', '3', None, '2', '2', '2', '2', '1', '2', '15', '1', '3', '1', '3', None, None]"
"['Gardens', 'Constantia', 'Tamboerskloof', 'Bergvliet', 'Woodstock', 'Harfield Village', 'Woodstock', 'Tokai', 'Zonnebloem', 'Sea Point', 'Observatory', 'Rondebosch East', 'Pelican Park', 'Tokai', 'Waterfront', 'Rondebosch', 'Cape Town City Centre', 'Tokai', 'Constantia', 'Salt River', 'Sea Point']","['\n\n            R 4\xa0650\xa0000\n        ', '\n\n            R 6\xa0900\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n\n            R 4\xa0350\xa0000\n        ', '\n\n            R 1\xa0295\xa0000\n        ', '\n\n            R 1\xa0995\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n\n            R 3\xa0750\xa0000\n        ', '\n\n            R 2\xa0289\xa0600\n        ', '\n\n            R 1\xa0750\xa0000\n        ', '\n\n            R 1\xa0249\xa0000\n        ', '\n\n            R 1\xa0250\xa0000\n        ', '\n\n            R 579\xa0000\n        ', '\n\n            R 3\xa0900\xa0000\n        ', '\n\n            R 13\xa0450\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 3\xa0900\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 1\xa0200\xa0000\n        ', '\n\n            R 14\xa0750\xa0000\n        ']","['140 m²', '1 560 m²', '44 m²', '744 m²', '60 m²', '90 m²', '168 m²', '912 m²', '107 m²', '62 m²', '45 m²', None, '56 m²', '383 m²', '130 m²', '62 m²', '43 m²', '383 m²', '422 m²', '42 m²', '321 m²']","['1', '2.5', '1', '4', '1', '1.5', '1', '3', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '3', '1', '4']","['3', '3', '0.5', '4', '1', '2', '3', '4', '2', '1', '1', '2', '2', '1', '2', '1', '1', '1', '3', '1', '4']","[None, '2', None, '4', '1', '2', None, '5', '1', None, None, '1', '1', '1', '2', '1', None, '1', '4', '1', '3']"
"['Sea Point', 'Surrey Estate', 'Oranjezicht', 'Cape Town City Centre', 'Claremont', 'Retreat', 'Fresnaye', 'Harfield Village', 'Wynberg Upper', 'Oranjezicht', 'Ottery', 'Green Point', 'Steenberg Golf Estate', 'De Waterkant', 'Diep River', 'Stonehurst Mountain Estate', 'Green Point', 'Oranjezicht', 'Muizenberg', 'Rondebosch', 'Observatory']","['\n\n            R 5\xa0300\xa0000\n        ', '\n\n            R 2\xa0150\xa0000\n        ', '\n\n            R 3\xa0850\xa0000\n        ', '\n\n            R 1\xa0100\xa0000\n        ', '\n\n            R 4\xa0500\xa0000\n        ', '\n\n            R 1\xa0799\xa0000\n        ', '\n\n            R 10\xa0995\xa0000\n        ', '\n\n            R 2\xa0645\xa0000\n        ', '\n\n            R 1\xa0570\xa0000\n        ', '\n\n            R 1\xa0999\xa0500\n        ', '\n\n            R 2\xa0095\xa0000\n        ', '\n\n            R 3\xa0950\xa0000\n        ', '\n\n            R 14\xa0995\xa0000\n        ', '\n\n            R 3\xa0490\xa0000\n        ', '\n\n            R 1\xa0350\xa0000\n        ', '\n\n            R 4\xa0500\xa0000\n        ', '\n\n            R 3\xa0950\xa0000\n        ', '\n\n            R 3\xa0650\xa0000\n        ', '\n\n            R 950\xa0000\n        ', '\n\n            R 1\xa0275\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ']","['96 m²', '595 m²', '114 m²', '28 m²', '496 m²', None, '195 m²', '366 m²', None, '60 m²', '615 m²', '103 m²', '1 041 m²', '105 m²', '64 m²', '198 m²', '103 m²', '104 m²', '45 m²', '41 m²', '160 m²']","['1', '3', '2', '1', '2', '2', '2.5', None, '1', '1', '1', '2', '3', '2', '2', '3', '2', '1', '1', '1', '2.5']","['1', '4', '2', None, '3', '5', '3', '3', '2', '1', '3', '2', '3', '2', '2', '3', '2', '2', '2', '1', '3']","['1', None, '2', None, '1', '1', '2', '2', '2', None, '1', '2', '4', '2', '1', '1', '2', None, '1', '1', '2']"
"['Observatory', 'Cape Town City Centre', 'Claremont Upper', 'Muizenberg', 'Camps Bay', 'Cape Town City Centre', 'Wynberg Upper', 'Cape Town City Centre', 'Rondebosch', 'Green Point', 'Fresnaye', 'Sea Point', 'Newlands', 'Rondebosch', 'Kirstenhof', 'Muizenberg', 'Kalk Bay', 'Observatory', 'Claremont', 'Tamboerskloof', 'Cape Town City Centre']","['\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 1\xa0565\xa0000\n        ', '\n\n            R 2\xa0050\xa0000\n        ', '\n\n            R 1\xa0650\xa0000\n        ', '\n\n            R 8\xa0500\xa0000\n        ', '\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 1\xa0995\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 4\xa0650\xa0000\n        ', '\n\n            R 6\xa0995\xa0000\n        ', '\n\n            R 17\xa0500\xa0000\n        ', '\n\n            R 3\xa0950\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 1\xa0795\xa0000\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 4\xa0850\xa0000\n        ', '\n\n            R 1\xa0395\xa0000\n        ', '\n\n            R 1\xa0590\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 1\xa0695\xa0000\n        ']","['160 m²', '49 m²', '60 m²', '68 m²', None, '56 m²', '76 m²', '40 m²', '45 m²', '78 m²', '200 m²', '406 m²', '350 m²', '45 m²', '95 m²', '285 m²', '83 m²', '79 m²', None, '122 m²', '51 m²']","['2.5', '1', '1', '1', '3.5', '2', '1', '1', '1', '2', '2', '3.5', '3', '1', '2', '2', '2', '1', '1', '2', '1']","['3', '1', '2', '1', '4', '2', '2', '0.5', '1', '2', '3', '3', '3', '1', '3', '3', '2', '2', '1', '3', None]","['2', '2', '1', '1', '1', '1', '1', '1', '1', None, None, '2', '4', '1', '1', '1', None, None, '1', None, '1']"
"['Cape Town City Centre', 'Walmer Estate', 'Claremont', 'Stonehurst Mountain Estate', 'Muizenberg', 'Sea Point', 'Muizenberg', 'Pinelands', 'Oranjezicht', 'Costa Da Gama', 'Muizenberg', 'Rosebank', 'Observatory', 'Sea Point', 'Bantry Bay', 'Kenilworth Upper', 'Bo Kaap', 'Harfield Village', 'Sea Point', 'Observatory', 'De Waterkant']","['\n\n            R 1\xa0695\xa0000\n        ', '\n\n            R 4\xa0950\xa0000\n        ', '\n            POA\n        ', '\n\n            R 11\xa0500\xa0000\n        ', '\n\n            R 6\xa0900\xa0000\n        ', '\n\n            R 5\xa0500\xa0000\n        ', '\n\n            R 6\xa0900\xa0000\n        ', '\n\n            R 4\xa0695\xa0000\n        ', '\n\n            R 2\xa0775\xa0000\n        ', '\n\n            R 1\xa0900\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 3\xa0295\xa0000\n        ', '\n\n            R 2\xa0495\xa0000\n        ', '\n\n            R 4\xa0900\xa0000\n        ', '\n\n            R 15\xa0750\xa0000\n        ', '\n\n            R 2\xa0250\xa0000\n        ', '\n\n            R 5\xa0300\xa0000\n        ', '\n\n            R 2\xa0350\xa0000\n        ', '\n\n            R 5\xa0850\xa0000\n        ', '\n\n            R 2\xa0700\xa0000\n        ', '\n\n            R 3\xa0775\xa0000\n        ']","['51 m²', '740 m²', None, '1 000 m²', '185 m²', '250 m²', '185 m²', '948 m²', '72 m²', '265 m²', '255 m²', '133 m²', None, '104 m²', '231 m²', '92 m²', '424 m²', '296 m²', '210 m²', '262 m²', '100 m²']","['1', '2', None, '3.5', '3', None, '3', '2', '1', '2', '2', '2.5', '3', '2', '2.5', '1.5', '2', '1', '2', '2', '2']","[None, '3', '21', '4', '3', '4', '3', '3', '2', '3', '4', '3', '3', '3', '3', '2', '4', '1', '2', '2', '2']","['1', '6', None, '5', '1', None, '1', '9', '2', '3', '3', '2', '2', '2', '2', None, '1', '2', '1', '1', '2']"
"['Observatory', 'Sea Point', 'Bantry Bay', 'Constantia', 'Sea Point', 'Sea Point', 'Cape Town City Centre', 'Sea Point', 'Heathfield', 'Kirstenhof', 'Sea Point', 'Tokai', 'Langa', 'Kenilworth Upper', 'Muizenberg', 'Camps Bay', 'Foreshore', 'Woodstock', 'Kenilworth', 'Observatory', 'Rosebank']","['\n\n            R 1\xa0500\xa0000\n        ', '\n\n            R 4\xa0990\xa0000\n        ', '\n\n            R 15\xa0795\xa0000\n        ', '\n\n            R 9\xa0950\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 2\xa0490\xa0000\n        ', '\n\n            R 4\xa0500\xa0000\n        ', '\n\n            R 4\xa0990\xa0000\n        ', '\n\n            R 1\xa0650\xa0000\n        ', '\n\n            R 2\xa0990\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 850\xa0000\n        ', '\n\n            R 3\xa0995\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 59\xa0950\xa0000\n        ', '\n\n            R 2\xa0595\xa0000\n        ', '\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 920\xa0000\n        ']","['84 m²', '148 m²', '231 m²', '1 359 m²', '111 m²', '51 m²', '87 m²', '148 m²', '151 m²', '725 m²', '51 m²', '148 m²', None, '545 m²', '296 m²', '414 m²', '47 m²', '145 m²', '64 m²', '123 m²', '39 m²']","['1', '3', '2.5', '4.5', '2.5', '1', '2', '3', '2', '2', '1', '3', '2', '2', '2', '4', '1', '1', '1', '1', '1']","['2', '3', '3', '4', '2', '1', '2', '3', '3', '3', '1', '4', '4', '3', '3', '4.5', '1', '2', '1', '2', '1']","[None, None, '2', '2', '1', None, '2', None, None, '1', '1', '2', '1', '5', '4', '4', '1', None, None, '3', '1']"
"['Kenilworth', 'Sea Point', 'Bridgetown', 'Muizenberg', 'Kenilworth', 'Fresnaye', 'Constantia', 'Woodstock', 'Salt River', 'Foreshore', 'Rosebank', 'Sea Point', 'Cape Town City Centre', 'Gardens', 'Gardens', 'Claremont', 'Cape Town City Centre', 'Woodstock', 'Green Point', 'Claremont Upper', 'Zonnebloem']","['\n\n            R 1\xa0895\xa0000\n        ', '\n\n            R 9\xa0500\xa0000\n        ', '\n\n            R 1\xa0250\xa0000\n        ', '\n\n            R 925\xa0000\n        ', '\n\n            R 1\xa0599\xa0000\n        ', '\n\n            R 14\xa0495\xa0000\n        ', '\n\n            R 9\xa0000\xa0000\n        ', '\n\n            R 1\xa0299\xa0000\n        ', '\n\n            R 1\xa0595\xa0000\n        ', '\n\n            R 4\xa0995\xa0000\n        ', '\n\n            R 1\xa0095\xa0000\n        ', '\n\n            R 1\xa0800\xa0000\n        ', '\n\n            R 4\xa0200\xa0000\n        ', '\n\n            R 1\xa0890\xa0000\n        ', '\n\n            R 1\xa0890\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 4\xa0499\xa0995\n        ', '\n\n            R 1\xa0300\xa0000\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 7\xa0500\xa0000\n        ', '\n\n            R 2\xa0180\xa0000\n        ']","[None, '109 m²', None, None, '61 m²', '499 m²', '3 325 m²', '36 m²', '79 m²', '141 m²', '48 m²', '42 m²', '121 m²', None, None, '334 m²', None, '43 m²', '68 m²', None, '61 m²']","['2', '2', '2', '1', '2', '4.5', '5', '1', '2', '2', '1', '1', '2', '1', '1', '2', '2', '1', '1', '3.5', '1.5']","['2', '2', '4', '2', '2', '4', '6', None, '2', '2', '1', '0.5', '2', '1', '1', '3', '2', '1', '1', '3', '2']","['1', '1', '1', '1', '2', '4', '6', '1', '1', '2', '1', '1', '1', None, None, '3', '1', '1', '1', '3', '1']"
"['Gardens', 'Claremont', 'Cape Town City Centre', 'Woodstock', 'Green Point', 'Claremont Upper', 'Zonnebloem', 'Sea Point', 'Gardens', 'Sea Point', 'Observatory', 'Cape Town City Centre', 'Sea Point', 'Newlands', 'Oranjezicht', 'Muizenberg', 'Oranjezicht', 'Plumstead', 'Salt River', 'Nieuwe Steenberg', 'Constantia']","['\n\n            R 1\xa0890\xa0000\n        ', '\n\n            R 2\xa0995\xa0000\n        ', '\n\n            R 4\xa0499\xa0995\n        ', '\n\n            R 1\xa0300\xa0000\n        ', '\n\n            R 2\xa0195\xa0000\n        ', '\n\n            R 7\xa0500\xa0000\n        ', '\n\n            R 2\xa0180\xa0000\n        ', '\n\n            R 9\xa0950\xa0000\n        ', '\n\n            R 10\xa0695\xa0000\n        ', '\n\n            R 4\xa0495\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 11\xa0250\xa0000\n        ', '\n\n            R 2\xa0350\xa0000\n        ', '\n\n            R 8\xa0300\xa0000\n        ', '\n\n            R 19\xa0800\xa0000\n        ', '\n\n            R 1\xa0450\xa0000\n        ', '\n\n            R 19\xa0800\xa0000\n        ', '\n\n            R 2\xa0375\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 9\xa0800\xa0000\n        ', '\n\n            R 7\xa0295\xa0000\n        ']","[None, '334 m²', None, '60 m²', '68 m²', None, '61 m²', '206 m²', '485 m²', '117 m²', '44 m²', '170 m²', '62 m²', None, '595 m²', '110 m²', '595 m²', '100 m²', '95 m²', '482 m²', '1 798 m²']","['1', '2', '2', '1', '1', '3.5', '1.5', '2', '14', '2', '1', '3', '1', '2', '5.5', '2', '5.5', '2', '1', '5', '4']","['1', '3', '2', '1', '1', '3', '2', '3', '13', '3', '1', '3', '1', '3', '4', '3', '4', '2', '4', '3', '4']","[None, '3', '1', '1', None, '3', '1', '3', None, '1', None, '2', None, '1', '4', '1', '4', '1', None, '4', '4']"
"['Cape Town City Centre', 'Mouille Point', 'Cape Town City Centre', 'Green Point', 'De Waterkant', 'Sea Point', 'Diep River', 'Lansdowne', 'Costa Da Gama', 'Cape Town City Centre', 'Woodstock', 'Constantia', 'Costa Da Gama', 'Higgovale', 'Constantia', 'Cape Town City Centre', 'Zonnebloem', 'Zonnebloem', 'Woodstock', 'Claremont', 'Llandudno']","['\n\n            R 3\xa0195\xa0000\n        ', '\n\n            R 13\xa0995\xa0000\n        ', '\n\n            R 2\xa0600\xa0000\n        ', '\n\n            R 5\xa0300\xa0000\n        ', '\n\n            R 6\xa0000\xa0000\n        ', '\n\n            R 4\xa0850\xa0000\n        ', '\n\n            R 1\xa0295\xa0000\n        ', '\n\n            R 2\xa0400\xa0000\n        ', '\n\n            R 1\xa0399\xa0000\n        ', '\n\n            R 2\xa0280\xa0000\n        ', '\n\n            R 3\xa0499\xa0000\n        ', '\n\n            R 6\xa0300\xa0000\n        ', '\n\n            R 899\xa0000\n        ', '\n\n            R 7\xa0999\xa0000\n        ', '\n\n            R 7\xa0750\xa0000\n        ', '\n            POA\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 1\xa0240\xa0000\n        ', '\n\n            R 3\xa0499\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 17\xa0500\xa0000\n        ']","['74 m²', '190 m²', '52 m²', '192 m²', '105 m²', '98 m²', '78 m²', '447 m²', '200 m²', '78 m²', '366 m²', '415 m²', None, '522 m²', '1 441 m²', '162 m²', None, '41 m²', '366 m²', '445 m²', '991 m²']","['2', '3', '1', '2', '1', '3', '2', '1', '1', '2', '2', '3', '1', '3', '4', '1', '1', '1', '2', '3', '4']","['2', '3', '1', '2', '2', '3', '2', '3', '2', '2', '8', '3', '2', '4', '5', '2', '2', '1', '8', '5', '4']","['2', '2', '1', '1', '2', '1', '2', '3', '2', '1', None, '2', '1', '2', None, '1', '1', '1', None, '3', '4']"
"['Cape Town City Centre', 'Zonnebloem', 'Zonnebloem', 'Woodstock', 'Claremont', 'Llandudno', 'Sea Point', 'Newlands', 'Sea Point', 'Fresnaye', 'Cape Town City Centre', 'Diep River', 'Sea Point', 'Pinelands', 'Camps Bay', 'Diep River', 'Green Point', 'Pinelands', 'Rylands', 'Steenberg Golf Estate', 'Sea Point']","['\n            POA\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 1\xa0240\xa0000\n        ', '\n\n            R 3\xa0499\xa0000\n        ', '\n\n            R 2\xa0750\xa0000\n        ', '\n\n            R 17\xa0500\xa0000\n        ', '\n\n            R 1\xa0850\xa0000\n        ', '\n\n            R 7\xa0450\xa0000\n        ', '\n\n            R 2\xa0550\xa0000\n        ', '\n\n            R 4\xa0989\xa0000\n        ', '\n\n            R 3\xa0899\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 3\xa0500\xa0000\n        ', '\n\n            R 1\xa0495\xa0000\n        ', '\n\n            R 28\xa0500\xa0000\n        ', '\n\n            R 1\xa0150\xa0000\n        ', '\n\n            R 2\xa0350\xa0000\n        ', '\n\n            R 3\xa0795\xa0000\n        ', '\n\n            R 2\xa0090\xa0000\n        ', '\n\n            R 15\xa0900\xa0000\n        ', '\n\n            R 7\xa0600\xa0000\n        ']","['162 m²', None, '41 m²', '366 m²', '445 m²', '991 m²', '47 m²', '199 m²', '51 m²', None, '115 m²', '79 m²', '117 m²', '73 m²', '495 m²', '79 m²', '77 m²', '838 m²', '496 m²', '750 m²', '109 m²']","['1', '1', '1', '2', '3', '4', '1', '3.5', '1', '2.5', '2', '1', '2', '1', '4.5', '1', '1', '3', '1.5', '3', '2']","['2', '2', '1', '8', '5', '4', '1', '3', '1', '2', '2', '2', '2', '2', '4', '2', '2', '4', '3', '3', '2']","['1', '1', '1', None, '3', '4', '1', '6', None, '2', '1', '2', '1', '1', '4', '2', '1', '2', '12', '4', '2']"
"['Salt River', 'Vredehoek', 'Claremont Upper', 'Mouille Point', 'Ottery', 'Maitland', 'Kenilworth Upper', 'Clifton', 'Clifton', 'Camps Bay', 'Fresnaye', 'Salt River', 'Maitland', 'Constantia', 'Sea Point', 'Cape Town City Centre', 'Mouille Point', 'Pinelands', 'Newlands', 'Bantry Bay', 'Muizenberg']","['\n\n            R 1\xa0350\xa0000\n        ', '\n\n            R 3\xa0395\xa0000\n        ', '\n\n            R 3\xa0100\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 695\xa0000\n        ', '\n\n            R 650\xa0000\n        ', '\n\n            R 2\xa0400\xa0000\n        ', '\n\n            R 8\xa0999\xa0000\n        ', '\n\n            R 39\xa0000\xa0000\n        ', '\n\n            R 11\xa0500\xa0000\n        ', '\n\n            R 9\xa0500\xa0000\n        ', '\n\n            R 2\xa0200\xa0000\n        ', '\n\n            R 770\xa0000\n        ', '\n\n            R 15\xa0995\xa0000\n        ', '\n\n            R 1\xa0275\xa0000\n        ', '\n\n            R 2\xa0395\xa0000\n        ', '\n\n            R 3\xa0250\xa0000\n        ', '\n\n            R 4\xa0395\xa0000\n        ', '\n\n            R 5\xa0250\xa0000\n        ', '\n\n            R 19\xa0990\xa0000\n        ', '\n\n            R 1\xa0485\xa0000\n        ']","['54 m²', '95 m²', '145 m²', '54 m²', '47 m²', '55 m²', '60 m²', '83 m²', '443 m²', '925 m²', '646 m²', '141 m²', '48 m²', '2 551 m²', '32 m²', '61 m²', '54 m²', '902 m²', '120 m²', '230 m²', '103 m²']","['1', '2', '1', '1', '1', '1', '1', '1.5', '4.5', '3', '1.5', '1', '1', '9', '1', '1', '1', '3', '2', '3.5', '2']","['1', '2', '2', '1', '2', '2', '2', '1', '4', '4', '4', '2', '2', '9', '0.5', '1', '1', '4', '2', '3', '2']","[None, None, '2', None, None, '1', '2', None, '2', '3', '1', '2', '1', '10', '1', '1', None, '3', '2', '1', '2']"
