location,price,floor_size,bathrooms,bedrooms,parking
Frogmore Estate,3595000,708,2,4,None
Constantia,10000000,2 000,4,5,4
Newlands,10950000,187,3,3,2
Sea Point,4995000,94,2,2,1
Sea Point,2950000,91,2,2,1
Kenilworth Upper,1499990,44,1,1,1
Ottery,1250000,63,1,2,2
Three Anchor Bay,2350000,57,1,1,None
Observatory,2180000,45,1,None,1
Muizenberg,3200000,303,2,3,1
Bo Kaap,10500000,231,3.5,2.5,2
Claremont Upper,2999999,121,1,2,1
Claremont Upper,2380000,81,2,2,1
Zonnebloem,1150000,41,1,1,1
Kenilworth,4800000,454,None,None,None
Green Point,3650000,116,1,3,1
Waterfront,7750000,114,2,2,2
Fresnaye,36000000,813,4.5,4,5
Gardens,2950000,87,2,2,1
Bantry Bay,5495000,107,2,2,1
Salt River,1555000,90,2,2,None
Salt River,2600000,192,1,3,2
Vanguard,2349000,505,2,4,3
Rondebosch,1349950,49,1,1,1
Oranjezicht,2500000,71,1,2,1
Tamboerskloof,9250000,433,2,3,2
Higgovale,16900000,456,4,4,4
Meadowridge,3995000,806,2,3,4
Sea Point,2025000,56,1,1,1
Sea Point,1750000,43,1,0.5,1
Camps Bay,18995000,1 090,5,4,2
Tamboerskloof,7900000,178,2,3,2
Cape Town City Centre,4800000,138,2,2,1
Green Point,6500000,110,2,2,1
Rondebosch,1550000,None,1,2,1
Steenberg Golf Estate,14500000,1 125,3,3,4
Cape Town City Centre,4490000,80,2,2,2
Higgovale,5995000,347,2,3,2
Foreshore,1595000,54,1,1,None
Camps Bay,15000000,455,3.5,4,4
Pinelands,859000,33,1,0.5,None
Claremont,3200000,276,2.5,4,3
De Waterkant,2950000,65,1,1,None
Fresnaye,3500000,51,1,1,1
Camps Bay,15950000,363,4,4,2
Higgovale,18000000,1 060,7,7,1
Newlands,23000000,1 542,8.5,5,6
Vredehoek,7500000,540,7,7,2
Cape Town City Centre,4500000,83,2,2,2
Claremont,1393000,39,1,1,None
Pinelands,1025000,60,1,2,1
Claremont,2400000,82,1.5,2,1
Woodstock,1995000,180,3,5,None
Green Point,5990000,102,2,2,2
Llandudno,6980000,400,1,1,None
Camps Bay,13500000,595,4.5,4,4
Sea Point,6250000,83,2,2,2
Cape Town City Centre,1395000,43,1,1,None
Kenilworth,3590000,247,2,3,3
Salt River,1750000,113,2,6,None
Green Point,3495000,113,1,2,1
Cape Town City Centre,1299995,None,1,1,1
Maitland,410000,24,1,None,2
Sea Point,2150000,71,0.5,1,None
Camps Bay,12000000,197,2,2,2
Camps Bay,10500000,334,3,3,3
Maitland,3000000,397,4,5,None
Pinelands,,None,1,None,None
Kenilworth Upper,12990000,788,4,4,2
Constantia,5700000,253,3,3,2
Camps Bay,13950000,659,3.5,4,4
Diep River,3295000,651,2,4,1
Tokai,7695000,1 001,2.5,3,6
Steenberg Golf Estate,14995000,747,4,4,6
Green Point,4750000,84,2,2,1
Sea Point,3299000,71,1,1,1
Claremont Upper,2350000,75,2,2,1
Zonnebloem,1600000,75,2,3,1
Green Point,2450000,90,1,2,None
Muizenberg,1375000,201,2,3,1
Gardens,1675000,40,1,0.5,None
Waterfront,10695000,126,2,2,2
Cape Town City Centre,2050000,45,1,None,1
Cape Town City Centre,1900000,35,1,0.5,1
Sea Point,1690000,60,1,1,None
Rosebank,2050000,153,1,2,None
Claremont Upper,2495000,100,1,2,2
Cape Town City Centre,26100000,251,4,4,2
Sea Point,3900000,90,1,1,1
Clifton,22900000,402,2,3,2
Walmer Estate,3750000,None,2,3,None
Gardens,2990000,157,2,2,2
Sea Point,23000000,176,3,3,3
Cape Town City Centre,2295000,84,1,2,None
Sea Point,30000000,225,3,3,3
Observatory,1900000,149,1,3,None
Newlands,3250000,95,2,2,2
Heathfield,2199000,490,1,3,3
Waterfront,8995000,126,2,2,1
Oranjezicht,5995000,315,2,3,2
Pinelands,3250000,811,2,3,3
Lansdowne,1100000,70,1,2,1
Pinelands,975000,55,1,2,1
Fairways,1950000,495,2,3,1
Salt River,1350000,67,1,1,1
Vredehoek,3995000,116,2,3,1
Cape Town City Centre,2400000,64,1,1,1
Cape Town City Centre,4600000,85,2,2,None
Vredehoek,3500000,213,3,3,2
Fisantekraal,480000,221,1,2,1
Plumstead,2745000,520,1.5,3,6
Diep River,1775000,245,2,2,2
Cape Town City Centre,2999000,59,1,1,1
Gardens,3295000,81,2,2,2
Walmer Estate,2500000,130,2,2,1
Claremont Upper,9995000,1 041,3.5,4,3
Constantia,4495000,279,3,3,3
Rondebosch,3295000,311,2,3,4
Foreshore,6400000,90,2,2,2
Sea Point,3191550,61,1,1,1
Claremont Upper,9950000,878,3,4,3
De Waterkant,2550000,54,2,2,2
Woodstock,2495000,198,2,7,None
Claremont,5000000,526,2.5,3,2
Kalk Bay,7950000,499,3,3,2
Oranjezicht,12500000,546,4,4,2
Gardens,1895000,44,1,1,1
Green Point,3445000,95,1,2,2
Pinelands,1025000,60,1,2,1
Cape Town City Centre,1390000,33,1,0.5,1
Montana,1600000,600,2,3,1
Sea Point,3895000,100,2,2,None
Constantia,14950000,1 953,4.5,4,4
Stonehurst Mountain Estate,9950000,1 040,3.5,4,5
Green Point,2550000,54,2,2,2
Vredehoek,2790000,73,1.5,2,1
Newlands,6250000,203,2,2,2
Sea Point,2450000,72,1,2,None
Woodstock,2995000,144,1,2,1
Observatory,2295000,157,1,2,2
Newlands,8495000,464,3,3,2
Constantia,29995000,4 838,7,6,2
Wynberg,1595000,72,1,2,2
Rondebosch,5995000,599,5,4,1
Observatory,3250000,145,None,None,None
Green Point,2150000,45,1,1,None
Claremont Upper,2450000,77,2,2,1
Observatory,2995000,229,5,5,None
Pinelands,6400000,1 280,4.5,4,7
Newlands,4500000,None,2,3,2
Zonnebloem,1899000,None,1,2,1
Observatory,2750000,166,3,3,2
Constantia,4950000,825,2,4,2
Claremont,5250000,495,3,4,2
Camps Bay,28000000,None,3,4,2
Gardens,1495000,63,1,None,None
Nieuwe Steenberg,7700000,248,2.5,2,4
Cape Town City Centre,2199000,None,1,0.5,1
Green Point,1750000,44,1,0.5,None
Green Point,27500000,515,7.5,7,6
Salt River,4000000,282,3,10,None
Maitland,620000,36,1,1,None
Kenilworth Upper,12500000,1 978,4,3,3
Camps Bay,69995000,1 082,6,6,6
Muizenberg,869000,45,1,2,1
Tamboerskloof,5450000,166,3,3,None
Zonnebloem,1340000,48,1,1,1
Observatory,2350000,150,1,3,None
De Waterkant,2650000,50,1,1,1
Surrey Estate,1950000,None,2,3,2
Woodstock,1690000,51,1,1,1
Observatory,2695000,310,2,6,None
Oranjezicht,8200000,561,6,4,2
Wynberg Upper,1750000,None,1,1,1
Cape Town City Centre,2595000,108,2,2,1
Observatory,1450000,63,1,0.5,None
Woodstock,1735000,35,1,1,1
Claremont,4650000,495,1,3,2
Green Point,11500000,537,6,13,None
Claremont,2650000,122,2.5,2,2
Kalk Bay,13495000,466,4,4,3
Camps Bay,10995000,379,3,3,2
Kenilworth,1800000,None,2,None,1
Constantia,10950000,5 507,3,3,8
Ottery,1620000,113,3,3,2
Constantia,4995000,1 500,None,None,None
Newlands,3800000,108,1.5,3,1
Green Point,2795000,None,2,2,1
Claremont Upper,1295000,40,1,0.5,1
De Waterkant,1950000,65,1,1,1
Zonnebloem,1850000,45,1,1,1
Sea Point,2650000,84,1.5,1,1
Higgovale,6995000,106,2,3,1
Newlands,3400000,98,2,2,1
Woodstock,3395000,205,1,3,2
Muizenberg,1350000,85,1.5,3,1
Mowbray,3950000,401,2,3,3
Observatory,2500000,339,2,3,1
Vredehoek,3995000,114,2,2,2
Grassy Park,1700000,722,1,3,5
Cape Town City Centre,2495000,114,2,2,1
Observatory,2995000,175,2,3,1
Kenilworth,2200000,233,1,3,3
Bishopscourt,5650000,579,2,4,2
Camps Bay,16995000,164,3,3,2
Sea Point,1590000,42,1,0.5,None
Pinelands,3750000,1 074,5.5,9,3
Observatory,2150000,65,2,2,1
Penlyn Estate,2350000,None,2,6,1
Bantry Bay,29000000,268,2.5,2,None
Kenilworth Upper,7995000,1 221,4,4,6
Schaap Kraal,2199000,1 324,3,6,1
Fresnaye,10900000,571,2.5,3,1
Gardens,3100000,103,1.5,2,1
Fresnaye,32500000,633,4.5,4,4
Woodstock,1399000,67,1,2,1
Sea Point,3199000,94,1,2,2
Sea Point,3300000,67,1,1,None
Cape Town City Centre,1505000,None,1,0.5,None
Sea Point,2950000,79,1,2,None
Wynberg,530000,35,1,1,1
Kenilworth,2100000,67,1,2,1
Lakeside,22000000,1 248,10,9,9
Oranjezicht,2200000,63,1,1,None
Cape Town City Centre,3495000,103,2.5,2,None
Cape Town City Centre,1850000,63,1,1,1
Woodstock,2350000,100,1.5,4,None
Sea Point,6850000,220,None,None,None
Claremont Upper,4650000,121,2,2,2
Salt River,1495000,60,1,1,1
Observatory,1895000,102,2.5,3,2
Harfield Village,3495000,511,3,4,2
Newlands,7600000,446,3,3,2
Sea Point,3999999,106,1,2,1
Foreshore,6500000,99,2,2,1
Gardens,1950000,69,1,2,2
Green Point,2500000,77,1,2,1
Cape Town City Centre,2850000,78,2,1,1
Clifton,14000000,83,1,1,1
Mouille Point,3500000,81,2,2,None
Zonnebloem,2350000,46,1,2,1
Belhar,650000,180,1,3,1
Green Point,6600000,130,2,2,2
Waterfront,12200000,159,2.5,2,2
Zonnebloem,2130000,54,1.5,2,1
Sea Point,7500000,227,2,4,None
Mouille Point,3200000,None,1,1,1
Woodstock,1585000,91,1,3,None
Kenilworth Upper,18750000,2 498,6.5,6,9
Rondebosch,,294,1,2,2
Constantia,9990000,2 221,3,4,8
De Waterkant,3250000,67,1,1,1
Sea Point,3290000,91,1,2,1
Camps Bay,21995000,235,3,3,1
De Waterkant,4700000,178,2,3,4
Foreshore,3000000,55,1,1,1
Rosebank,1750000,78,1,2,2
Sea Point,10500000,121,2,2,2
Sea Point,10995000,211,2,2,3
Cape Town City Centre,3800000,80,2,2,2
Pelican Park,1190000,None,3,5,6
De Waterkant,2950000,80,1,1,None
Sea Point,1950000,64,1,2,1
Gardens,3595000,150,2.5,2,1
Plumstead,2095000,111,2,3,1
Pinelands,2850000,349,2,3,1
Fresnaye,2750000,None,2,2,2
Green Point,2950000,46,1,1,1
Wynberg,1650000,240,2,3,None
Cape Town City Centre,1050000,38,1,None,None
Observatory,2099000,None,2,2,1
Claremont Upper,2675000,86,2,2,2
Ottery,2390000,400,3,4,5
Tamboerskloof,1595000,44,1,0.5,None
Oranjezicht,3850000,114,2,2,2
Claremont Upper,2050000,60,1,2,1
Claremont,,None,None,21,None
Bantry Bay,15795000,231,2.5,3,2
Bridgetown,1250000,None,2,4,1
Cape Town City Centre,4499995,None,2,2,1
Cape Town City Centre,2600000,52,1,1,1
Zonnebloem,1240000,41,1,1,1
Claremont Upper,3100000,145,1,2,2
Muizenberg,1485000,103,2,2,2
Sea Point,1750000,43,1,1,None
Cape Town City Centre,1195000,42,1,None,None
Tokai,1950000,80,2,2,2
Grassy Park,2490000,None,4,6,2
Muizenberg,2430000,149,2,3,None
Sea Point,5499500,310,2,3,1
Muizenberg,995000,56,1,2,1
Cape Town City Centre,17500000,359,3,3,1
De Waterkant,2130000,65,1,1,1
Gardens,1775000,46,1,1,1
Newlands,1950000,49,1,1,1
Three Anchor Bay,2900000,113,1,3,1
Waterfront,8495000,114,2.5,2,1
Plumstead,1350000,52,1,1,2
Philadelphia,200000000,43 000 000,None,None,None
Kenilworth,1650000,57,1,2,2
Wynberg Upper,2750000,281,1,2,1
Plumstead,1995000,None,2.5,3,4
Llandudno,29000000,1 241,5,5,3
Marina Da Gama,3450000,299,3,3,3
Steenberg,780000,307,1,3,1
Three Anchor Bay,2150000,42,1,1,1
Rondebosch,8900000,1 230,2.5,6,4
Sea Point,3995000,88,2,2,None
Rondebosch,2499999,125,2,3,1
Cape Town City Centre,1950000,37,1,0.5,1
St James,3385000,78,2,2,1
Sea Point,5750000,92,2,2,2
Three Anchor Bay,21850000,1 352,5,6,15
Mowbray,4100000,599,1,3,7
Three Anchor Bay,16000000,186,3.5,3,2
Sea Point,9950000,125,2,2,2
Gardens,2599000,76,1,3,1
Cape Town City Centre,3650000,87,2,2,2
Mowbray,3900000,535,2.5,3,2
Claremont Upper,7950000,475,2,3,2
Gardens,1395000,51,1,None,None
Newlands,5900000,810,3.5,5,None
Rondebosch,1950000,106,1,3,1
Oranjezicht,12300000,668,5,9,4
Constantia,3650000,217,2.5,3,2
Kenilworth Upper,3995000,160,3,3,4
Newlands,3395000,122,2,3,2
Sea Point,4150000,82,1,1,None
Camps Bay,5495000,101,2,2,2
Rondebosch,2200000,None,1,1,None
Clifton,15900000,168,2,2,1
Zwaanswyk,8350000,294,3,4,3
Silvertree Estate,9350000,604,3,4,2
Cape Town City Centre,3950000,None,2,2,2
Green Point,8499000,184,3,3,None
Salt River,1725000,68,1,1,1
Higgovale,29900000,1 488,6.5,5,2
Camps Bay,11500000,446,5,4,2
Three Anchor Bay,8999000,270,2,3,1
Tamboerskloof,8000000,397,2,3,1
Camps Bay,13500000,1 088,3.5,3,2
Wynberg Upper,999000,50,1,1,None
Oranjezicht,29750000,1 801,11,6,10
Kenilworth Upper,6995000,684,2,4,4
Nyanga,450000,None,1,2,None
Constantia,5750000,408,2,3,1
Muizenberg,1480000,65,1,1,1
Sea Point,1450000,30,1,0.5,None
Marina Da Gama,3990000,774,5,5,2
De Waterkant,2995000,91,1,1,1
Pinelands,6400000,1 128,4,5,9
Woodstock,1295000,60,1,1,1
Observatory,1360000,43,1,1,1
Claremont Upper,2395000,70,1,1,1
Tamboerskloof,6950000,400,2,4,2
Waterfront,6700000,67,1,1,1
Cape Town City Centre,4003000,72,2,2,1
Constantia,9250000,257,3,4,2
Mouille Point,1449000,42,1,None,None
Rondebosch East,2750000,504,1.5,4,4
Camps Bay,16750000,602,3,4,2
Bantry Bay,10500000,201,2.5,2,1
Claremont,1850000,77,1,2,1
Claremont,3550000,456,2,4,1
Observatory,3230000,295,2,4,None
Cape Town City Centre,1700000,49,1,1,1
Bishopscourt,13450000,3 645,3.5,5,4
Salt River,1549000,66,1,1,2
Tamboerskloof,2950000,81,1,2,1
Ottery,2250000,424,2,3,2
Kenwyn,2900000,494,2,3,2
Claremont Upper,8750000,432,4,3,2
Philadelphia,2607683,360,2,3,2
Green Point,14750000,279,4.5,4,2
Cape Town City Centre,2095000,None,2,2,None
Sea Point,10500000,294,3,2.5,4
Guguletu,900000,450,1,2,None
Pinelands,1595000,82,1,2,1
Sea Point,2900000,63,2,2,1
Vredehoek,4950000,128,2,2,2
Southfield,825000,52,1,2,None
Sea Point,4295000,99,1,3,1
Gardens,4395000,None,2,2,1
Kenilworth Upper,2395000,57,1,2,1
Higgovale,26000000,979,6,6,3
Constantia,7250000,342,3,4,1
Foreshore,2980000,51,1,1,1
Cape Town City Centre,1895000,43,1,1,1
Pinelands,1099000,None,1,2,None
Sea Point,2195000,48,1,1,1
Vredehoek,4950000,357,1.5,3,1
Claremont Upper,3000000,65,2,1,1
De Waterkant,3250000,57,1,1,1
Wynberg Upper,1395000,64,1,2,1
Cape Town City Centre,1595000,44,1,1,None
Clifton,3950000,39,1,None,None
Cape Town City Centre,1495000,50,1,1,1
Kenilworth,1450000,44,1,1,1
Constantia,12995000,1 362,4,4,3
Constantia,10000000,2 000,4,5,4
Tokai,2150000,72,2,2,1
Rondebosch,1600000,79,1,1,1
Kenilworth Upper,1499990,44,1,1,1
Bergvliet,3850000,484,2,3,2
Observatory,4695000,468,4,9,None
Three Anchor Bay,2350000,57,1,1,None
Sea Point,2250000,42,1,0.5,1
Silvertree Estate,10950000,728,6,6,3
Sea Point,4250000,122,2,2,1
Newlands,9790000,786,2,4,4
Zwaanswyk,9900000,4 002,3,4,8
Camps Bay,4950000,74,1,1,2
Zonnebloem,1150000,41,1,1,1
Claremont Upper,1455000,57,1,1,None
Claremont Upper,5950000,400,2,3,2
Cape Town City Centre,2100000,50,1,1,1
Kirstenhof,3500000,787,3,5,1
Oranjezicht,15900000,545,2.5,3,6
Oranjezicht,3795000,58,1,2,1
Salt River,1555000,90,2,2,None
Stonehurst Mountain Estate,4895000,332,3.5,3,3
Kenilworth,1270000,53,1,2,1
Kirstenhof,1850000,None,2,3,1
Vredehoek,4990000,521,2,3,1
Sea Point,1795000,37,1,0.5,1
Cape Town City Centre,4495000,77,2,2,1
Sea Point,3195000,72,2,2,None
Camps Bay,8995000,147,2.5,3,2
Constantia,15999000,1 300,4.5,4,2
Bergvliet,4195000,1 086,2,4,4
Cape Town City Centre,2400000,80,1,1,None
Gardens,2000000,55,1,1,None
Cape Town City Centre,2480000,53,1,1,None
Belhar,1250000,305,1,2,5
Zonnebloem,1490000,42,1,1,None
Muizenberg,1795000,125,3,3,None
Surrey Estate,1980000,459,3,3,1
Sea Point,8250000,None,2,2,2
De Waterkant,3395000,45,1,1,1
Observatory,2130000,57,2,2,1
Observatory,2212103,73,2,2,None
Browns Farm,850000,345,3,5,None
Oranjezicht,2250000,64,1,1,None
Silvertree Estate,8190000,799,3,4,4
Walmer Estate,2995000,77,2,2,1
Kirstenhof,1850000,None,2,3,2
Pinelands,1150000,None,1,2,None
Sea Point,9750000,None,2,3,3
Bantry Bay,35000000,948,3.5,4,2
Oranjezicht,4095000,63,1,2,1
Vredehoek,4500000,None,2,4,1
De Waterkant,2950000,50,1,1,1
Zonnebloem,1590000,59,1,2,1
Zonnebloem,1350000,43,1,1,None
Rondebosch,995000,27,1,0.5,1
Walmer Estate,2950000,194,2,3,2
Woodstock,,None,1,2,1
Woodstock,1750000,1 022,1,3,None
Sea Point,6495000,150,3,3,2
Newlands,1675000,44,1,1,1
Sea Point,1750000,54,1,1,None
Cape Town City Centre,2480000,53,1,1,1
Constantia,28650000,1 884,4,4,4
Mowbray,1100000,67,1,2,None
Cape Town City Centre,6100000,98,2,2,1
Sea Point,7409050,154,2.5,2,None
Maitland,790000,56,1,2,1
Green Point,8750000,175,2,2,2
Kenilworth Upper,20000000,2 842,8,8,11
Lakeside,1825000,73,1,2,2
Cape Town City Centre,4600000,71,1,1,1
Diep River,1600000,85,1,2,1
Constantia,8900000,2 670,2,3,7
Fresnaye,5495000,2 203,2,2,1
Lakeside,9980000,1 228,6,10,8
Cape Town City Centre,2800000,67,1,1,1
Woodstock,1725000,129,1,3,None
Green Point,7995000,193,3,3,2
Oranjezicht,2495000,85,1,2,1
Sea Point,10900000,527,3,4,2
Oranjezicht,2450000,74,1,2,1
Pinelands,2250000,None,1,2,1
Cape Town City Centre,1695000,57,1,1,1
Claremont Upper,4950000,805,3,4,6
Claremont,6495000,818,3,4,5
Rosebank,1595000,70,1,1,1
Fresnaye,5800000,108,2,3,2
Green Point,1595000,37,1,1,1
Stonehurst Mountain Estate,11995000,1 393,4.5,4,6
Newlands,6200000,616,3,4,6
Rondebosch,1350000,40,1,1,1
Oranjezicht,8500000,610,2,3,4
Waterfront,8950000,92,2,2,2
Kirstenhof,2495000,242,2,3,2
Diep River,1500000,87,2,3,3
Tamboerskloof,2980000,80,1,2,1
Tamboerskloof,2650000,115,2,2,2
Green Point,4850000,165,3,3,1
Green Point,2495000,82,1,1,1
Woodstock,2550000,70,1,2,1
Tokai,1195000,49,1,1,None
Newlands,7450000,595,3,5,2
Walmer Estate,6990000,322,None,None,None
Rondebosch,2395000,112,2,3,None
Zonnebloem,1900000,59,1,2,2
Rondebosch,2095000,84,1,2,1
Green Point,3599000,84,1,2,2
Lakeside,2950000,641,2,4,2
Oranjezicht,19000000,920,4,4,2
Tokai,4495000,1 200,2,3,5
Green Point,15550000,292,4,4,4
Rondebosch,1295000,45,1,1,1
Foreshore,2550000,64,1,1,1
Green Point,3995000,117,2,2,2
Rondebosch,2400000,76,1,2,1
Penlyn Estate,2250000,585,1,3,10
Lakeside,3395000,640,2,3,4
Waterfront,13950000,125,2.5,2,2
Waterfront,9995000,105,2.5,2,1
Rondebosch,5999999,735,4,4,2
Claremont Upper,3995000,100,1.5,2,2
De Waterkant,5900000,120,2,2,2
Cape Town City Centre,2050000,52,1,1,1
Claremont Upper,5490000,597,4,4,None
Tokai,1195000,45,1,1,1
Rondebosch,6900000,828,3,4,3
Pinelands,995000,54,1,2,1
Cape Town City Centre,3750000,138,2,2,1
Vredehoek,2495000,60,1,2,2
Claremont Upper,1999999,88,1,2,2
Camps Bay,24500000,351,4,4,4
Claremont Upper,2995000,84,2,2,None
Observatory,2195000,201,1,2,1
Green Point,11900000,572,5,5,2
Kenilworth Upper,6950000,911,3,5,4
Plumstead,1350000,81,1.5,2,1
Newlands,5000000,311,2,3,2
Three Anchor Bay,2500000,79,1.5,2,None
Sea Point,5000000,92,3,3,2
Sea Point,3700000,89,2,2,2
Observatory,3395000,184,2.5,4,4
Sea Point,1390000,26,0.5,0.5,None
Observatory,3250000,145,None,None,None
Wynberg,1195000,109,2,3,2
Diep River,2350000,223,2,3,4
Muizenberg,2500000,446,2,4,2
Green Point,2250000,63,1,1,1
Thornton,2495000,654,3,5,4
Kenilworth,2595000,96,2.5,3,3
Zeekoevlei,3500000,871,3,5,5
Plumstead,2500000,496,2,2,1
Sea Point,7250000,199,2.5,3,2
Tokai,3250000,901,2,4,7
Green Point,2399000,60,1,1,None
Wynberg,2100000,200,2,2,None
Claremont,1675000,97,1.5,3,1
Bantry Bay,11990000,94,2,2,1
Bantry Bay,29995000,408,4,5,3
Kenilworth Upper,1575000,47,1,1,1
Fresnaye,23500000,598,4.5,4,3
Green Point,7495000,312,2,3,2
Oranjezicht,2100000,55,1,1,1
Green Point,7500000,150,2,3,None
Fresnaye,5900000,126,2.5,2,2
Observatory,2150000,149,1,2,None
Silvertree Estate,9950000,654,4.5,4,4
Bo Kaap,4950000,749,3,3,1
Wynberg Upper,1625000,76,1,2,1
Sea Point,8750000,166,2,2,2
Fresnaye,8299000,200,2.5,3,2
Pinelands,4450000,979,4,4,2
Marina Da Gama,2940000,1 126,3,4,4
Harfield Village,1350000,76,1,2,1
Pelican Park,1450000,200,2,4,1
Plumstead,4995000,992,4,6,4
Kirstenhof,3625000,None,4,4,2
Tokai,3750000,547,3,4,5
Observatory,2490000,218,1,3,None
Cape Town City Centre,1445000,43,1,1,1
Marina Da Gama,2475000,560,1,3,4
Plumstead,3150000,496,3,5,2
Constantia,3500000,291,2,3,2
Constantia,3750000,96,2,3,3
Cape Town City Centre,2350000,54,1,1,1
Mowbray,3200000,429,2,3,2
Sea Point,13995000,None,4,4,4
Kenilworth,1149000,54,1,2,1
Southfield,2695000,648,2,4,9
Pelican Park,1450000,200,2,4,1
Claremont,2200000,146,2,2,None
Silvertree Estate,12800000,None,3,5,3
Mowbray,1395000,59,2,2,1
Sea Point,8995000,122,3,3,1
De Waterkant,6995000,140,2.5,2,2
Sea Point,1350000,31,1,None,1
Muizenberg,1199000,None,1,2,1
Kenilworth,1375000,69,1,2,1
Cape Town City Centre,1895000,73,1,1,1
Bonteheuwel,549000,230,1,2,3
Three Anchor Bay,4295000,None,1,2,None
Stonehurst Mountain Estate,4700000,198,3,3,2
Pinelands,4495000,1 168,2,3,4
Pinelands,1950000,300,1,2,1
Sea Point,1895000,53,1,0.5,1
Waterfront,14850000,154,2,2,2
Claremont,4295000,129,2,2,2
Kirstenhof,3695000,726,3,4,2
Kenilworth,2650000,68,2,2,2
Muizenberg,1450000,64,2,2,1
Lansdowne,980000,62,1,2,1
Green Point,12999000,588,4.5,3,2
Plumstead,1350000,80,1,2,2
Rondebosch,3450000,550,2,3,3
Southfield,1695000,115,3,3,4
Woodstock,2250000,69,1,2,1
Pinelands,3250000,None,2,3,4
Southfield,2795000,498,2,4,4
Charlesville,1200000,None,1,3,1
Sea Point,6250000,98,2,2,2
Gardens,2095000,72,1,2,1
Mouille Point,25995000,270,3.5,3,3
Cape Town City Centre,1495000,49,1,1,None
Muizenberg,975000,40,1,None,1
Wynberg,,496,5,6,4
Claremont,5900000,714,3,4,4
Zonnebloem,1995000,97,2,3,1
Fresnaye,3295000,101,1,2,1
Tamboerskloof,2450000,64,1,2,1
Green Point,8496000,244,2.5,3,2
Claremont Upper,2100000,81,2,2,2
Observatory,1295000,None,1,1,None
Newlands,3999975,310,3,4,None
Southfield,1099000,94,1,3,1
Claremont,2950000,411,1,3,None
Cape Town City Centre,4299000,89,2,2,2
Camps Bay,4750000,70,1,2,1
Lavender Hill,380000,191,1,1,1
Claremont,2160000,59,1,2,None
Cape Town City Centre,1850000,48,1,1,1
Green Point,2135000,56,1,1,1
Observatory,1695000,70,1,2,1
De Waterkant,3200000,117,2,2,2
Zonnebloem,2200000,54,1,2,1
Sea Point,5100000,87,1,1,2
Cape Town City Centre,1695000,57,1,1,1
Sea Point,3150000,100,1,2,2
Wynberg Upper,2995000,88,1,2,1
Wynberg Upper,1499000,85,2,2,2
Diep River,1300000,59,1,1,None
Waterfront,18995000,151,2.5,2,2
Wynberg Upper,2450000,223,2.5,3,3
Camps Bay,15950000,825,4,4,3
Rondebosch,2100000,None,1,2,1
Pelican Park,460000,83,1,2,None
Claremont,2499999,88,2,3,2
Costa Da Gama,1450000,208,2,3,3
Wynberg Upper,2395000,216,1,2,2
Constantia,6500000,1 539,3,5,6
Sea Point,4995000,99,2.5,2,2
Cape Town City Centre,3799995,None,2,2,1
Wynberg Upper,3225000,None,2,3,2
Green Point,3250000,64,1,1,1
Camps Bay,34500000,460,4,4,4
Claremont,1495000,65,2,2,2
Zonnebloem,2400000,54,1.5,2,1
Cape Town City Centre,1499995,None,1,1,1
Belhar,1695000,510,2,3,2
Wynberg Upper,1195000,64,1,1,1
Wynberg Upper,2500000,169,2,2.5,1
Green Point,1765000,42,1,0.5,None
Rondebosch,1720000,None,1,1,1
Bergvliet,4350000,744,4,4,4
Cape Town City Centre,1100000,28,1,None,None
Muizenberg,1650000,68,1,1,1
Stonehurst Mountain Estate,11500000,1 000,3.5,4,5
Constantia,9950000,1 359,4.5,4,2
Muizenberg,925000,None,1,2,1
Woodstock,1300000,60,1,1,1
Green Point,5300000,192,2,2,1
Woodstock,3499000,366,2,8,None
Mouille Point,3250000,54,1,1,None
Sea Point,6950000,258,2,3,2
Woodstock,1450000,72,2,2,1
Foreshore,2995000,55,1,1,1
Sea Point,11995000,240,3,3,None
Sea Point,2440000,58,1,1,1
Foreshore,3150000,55,1,1,1
Tokai,1950000,None,2,2,1
Gardens,2500000,63,1,2,None
Newlands,6995000,791,2.5,4,2
Salt River,1195000,41,1,None,1
Cape Town City Centre,1550000,37,1,0.5,1
Llandudno,28000000,991,5,6,2
Woodstock,1550000,62,1,1,1
Tokai,10500000,315,4,3,4
Kenilworth Upper,5556000,989,2,3,6
Harfield Village,2250000,128,2,2,1
Kenilworth,2195000,164,2,2,2
Rondebosch,1550000,62,1,1,None
Tokai,5499999,1 095,4,5,2
Clifton,16995000,263,3.5,4,None
Tokai,8400000,496,3,3,2
Pinelands,1375000,57,2,2,None
Tamboerskloof,3200000,110,1,2,1
Sea Point,4499000,93,1,2,1
Clifton,49990000,310,3,3,2
Rondebosch,3650000,504,2,3,2
Pinelands,790000,38,1,1,None
Cape Town City Centre,1600000,43,1,None,None
Sea Point,5950000,96,2,2,2
Three Anchor Bay,4200000,125,2,3,None
Southfield,2450000,495,1.5,3,2
Cape Town City Centre,1350000,42,1,None,None
Rondebosch Village,2100000,87,1.5,3,None
Claremont Upper,4195000,113,2,2,2
Kalk Bay,13495000,466,5,4,None
Constantia,15000000,8 890,2,3,10
Cape Town City Centre,2275000,36,1,0.5,1
Fresnaye,29950000,476,5,4,2
Camps Bay,3200000,59,1,1,1
Kenilworth,1900000,106,1.5,3,1
Thornton,770000,53,1,2,None
Cape Town City Centre,1745000,35,1,None,None
Wynberg,2500000,None,3,4,None
Kenilworth,1350000,68,1,2,2
